Timestamp,Class,Archetype,Rank,Class1,Archetype1,Result1,Class2,Archetype2,Result2,Class3,Archetype3,Result3,Class4,Archetype4,Result4,Class5,Archetype5,Result5,Wins
7/9/18 8:56,Runecraft,Spellboost,Master,Havencraft,Summit,1,Dragoncraft,Lindworm,0,Havencraft,Lion Crystal,1,Bloodcraft,Aggro,1,Portalcraft,Puppet,1,4
7/9/18 9:36,Dragoncraft,Jabberwock,C,Dragoncraft,Ramp,0,Swordcraft,Aggro,1,Dragoncraft,PDK,1,Havencraft,Lion Crystal,0,Bloodcraft,Jormungand,1,3
7/9/18 10:01,Swordcraft,Midrange,A,Portalcraft,Puppet,1,Havencraft,Lion Crystal,1,Portalcraft,Puppet,1,Havencraft,Lion Crystal,0,Havencraft,Lion Crystal,0,3
7/9/18 13:31,Swordcraft,Midrange,Master,Runecraft,Mysteria,1,Portalcraft,Puppet,1,Bloodcraft,Aggro,1,Swordcraft,Midrange,1,Havencraft,Lion Crystal,1,5
7/9/18 13:33,Shadowcraft,Arcus,Master,Dragoncraft,Lindworm,1,Swordcraft,Midrange,1,Havencraft,Lion Crystal,1,Havencraft,Tenko,1,Forestcraft,Midrange,1,5
7/9/18 13:48,Portalcraft,Artifact,B,Havencraft,Lion Crystal,1,Forestcraft,Aggro,1,Dragoncraft,Ramp,0,Portalcraft,Puppet,0,Portalcraft,Artifact,0,2
7/9/18 16:11,Swordcraft,Aggro,AA,Havencraft,Summit,1,Havencraft,Lion Crystal,0,Runecraft,Spellboost,1,Shadowcraft,Arcus,1,Forestcraft,Midrange,1,4
7/9/18 17:25,Runecraft,Spellboost,Master,Shadowcraft,Arcus,1,Havencraft,Tenko,0,Havencraft,Lion Crystal,1,Runecraft,Dirt,1,Havencraft,Lion Crystal,1,4
7/9/18 19:40,Swordcraft,Midrange,Master,Havencraft,Tenko,1,Shadowcraft,Midrange,1,Swordcraft,Aggro,1,Forestcraft,Midrange,0,Swordcraft,Midrange,0,3
7/9/18 21:34,Havencraft,Tenko,B,Portalcraft,Puppet,1,Portalcraft,Puppet,1,Havencraft,Lion Crystal,1,Havencraft,Lion Crystal,1,Havencraft,Tenko,1,5
7/9/18 23:07,Shadowcraft,Arcus,Master,Dragoncraft,Jabberwock,0,Havencraft,Summit,0,Havencraft,Lion Crystal,0,Forestcraft,Midrange,1,Bloodcraft,Midrange,0,1
7/10/18 8:19,Dragoncraft,Jabberwock,C,Swordcraft,Midrange,0,Swordcraft,Aggro,1,Portalcraft,Artifact,1,Swordcraft,Midrange,0,Forestcraft,Aggro,1,3
